month,customer_id,name,region,currency,plan,seats,mrr_local,signup_month
2025-08,C0030,Customer 0030,emea,GBP,Growth,6,540,2023-11
2025-08,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-08,C0034,Customer 0034,amer,USD,Enterprise,15,9000,2024-09
2025-08,C0035,Customer 0035,amer,USD,Enterprise,42,25200,2024-05
2025-08,C0036,Customer 0036,emea,EUR,Scale,40,9600,2025-07
2025-08,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-08,C0038,Customer 0038,emea,GBP,Growth,23,2070,2024-05
2025-08,C0039,Customer 0039,emea,EUR,Starter,41,1230,2025-01
2025-08,C0040,Customer 0040,emea,EUR,Growth,3,270,2024-12
2025-08,C0042,Customer 0042,amer,USD,Starter,5,150,2025-08
2025-08,C0043,Customer 0043,amer,USD,Growth,25,2250,2025-06
2025-08,C0044,Customer 0044,amer,CAD,Starter,40,1200,2023-08
2025-08,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-08,C0048,Customer 0048,emea,EUR,Scale,4,960,2024-05
2025-08,C0050,Customer 0050,amer,USD,Starter,4,120,2024-10
2025-08,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-08,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-08,C0053,Customer 0053,emea,EUR,Enterprise,6,3600,2024-07
2025-08,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-08,C0056,Customer 0056,emea,EUR,Enterprise,22,13200,2024-09
2025-08,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-08,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-08,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-08,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-08,C0066,Customer 0066,amer,USD,Enterprise,68,40800,2024-09
2025-08,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-08,C0068,Customer 0068,amer,USD,Scale,7,1680,2024-01
2025-08,C0069,Customer 0069,emea,EUR,Enterprise,11,6600,2024-09
2025-08,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-08,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-08,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-08,C0076,Customer 0076,amer,CAD,Starter,60,1800,2025-06
2025-08,C0077,Customer 0077,emea,EUR,Scale,67,16080,2024-09
2025-08,C0080,Customer 0080,emea,EUR,Growth,9,810,2024-10
2025-08,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-08,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-08,C0086,Customer 0086,emea,EUR,Starter,4,120,2024-12
2025-08,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-08,C0091,Customer 0091,amer,USD,Enterprise,36,21600,2023-08
2025-08,C0092,Customer 0092,amer,USD,Starter,23,690,2024-03
2025-08,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-08,C0096,Customer 0096,amer,USD,Growth,5,450,2025-08
2025-08,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-08,C0098,Customer 0098,emea,EUR,Starter,103,3090,2024-08
2025-08,C0099,Customer 0099,amer,USD,Starter,8,240,2023-10
2025-08,C0100,Customer 0100,emea,GBP,Starter,10,300,2025-06
2025-08,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-08,C0104,Customer 0104,amer,CAD,Starter,3,90,2025-01
2025-08,C0105,Customer 0105,amer,USD,Enterprise,12,7200,2024-06
2025-08,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-08,C0107,Customer 0107,emea,EUR,Scale,101,24240,2024-10
2025-08,C0109,Customer 0109,amer,USD,Starter,6,180,2024-06
2025-08,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-08,C0111,Customer 0111,amer,USD,Starter,23,690,2024-04
2025-08,C0112,Customer 0112,amer,USD,Starter,25,750,2025-08
2025-08,C0113,Customer 0113,emea,EUR,Growth,43,3870,2024-06
2025-08,C0115,Customer 0115,amer,USD,Growth,4,360,2024-11
2025-08,C0116,Customer 0116,emea,EUR,Enterprise,11,6600,2025-03
2025-08,C0118,Customer 0118,emea,EUR,Growth,7,630,2025-03
2025-08,C0122,Customer 0122,amer,CAD,Scale,40,9600,2025-07
2025-08,C0123,Customer 0123,amer,USD,Starter,12,360,2025-02
2025-08,C0127,Customer 0127,amer,USD,Growth,13,1170,2025-03
2025-08,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-08,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-08,C0134,Customer 0134,emea,GBP,Starter,8,240,2025-03
2025-08,C0136,Customer 0136,emea,EUR,Starter,3,90,2025-07
2025-08,C0137,Customer 0137,emea,GBP,Scale,31,7440,2025-03
2025-08,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-08,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-08,C0141,Customer 0141,amer,USD,Starter,22,660,2025-02
2025-08,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-08,C0147,Customer 0147,emea,EUR,Starter,10,300,2025-05
2025-08,C0150,Customer 0150,amer,USD,Growth,25,2250,2025-03
2025-09,C0003,Customer 0003,emea,EUR,Scale,19,4560,2025-02
2025-09,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-09,C0006,Customer 0006,amer,USD,Scale,10,2400,2025-08
2025-09,C0008,Customer 0008,amer,USD,Growth,103,9270,2023-10
2025-09,C0009,Customer 0009,amer,USD,Starter,62,1860,2024-07
2025-09,C0010,Customer 0010,amer,USD,Starter,4,120,2024-10
2025-09,C0012,Customer 0012,amer,CAD,Starter,100,3000,2025-08
2025-09,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-09,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-09,C0015,Customer 0015,emea,GBP,Growth,17,1530,2024-12
2025-09,C0016,Customer 0016,emea,EUR,Growth,7,630,2025-02
2025-09,C0019,Customer 0019,amer,USD,Enterprise,5,3000,2025-07
2025-09,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-09,C0023,Customer 0023,amer,USD,Enterprise,15,9000,2023-07
2025-09,C0027,Customer 0027,emea,EUR,Starter,40,1200,2025-07
2025-09,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
2025-09,C0030,Customer 0030,emea,GBP,Growth,6,540,2023-11
2025-09,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-09,C0034,Customer 0034,amer,USD,Enterprise,15,9000,2024-09
2025-09,C0035,Customer 0035,amer,USD,Enterprise,42,25200,2024-05
2025-09,C0036,Customer 0036,emea,EUR,Scale,40,9600,2025-07
2025-09,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-09,C0038,Customer 0038,emea,GBP,Growth,23,2070,2024-05
2025-09,C0039,Customer 0039,emea,EUR,Starter,41,1230,2025-01
2025-09,C0040,Customer 0040,emea,EUR,Growth,3,270,2024-12
2025-09,C0042,Customer 0042,amer,USD,Starter,5,150,2025-08
2025-09,C0043,Customer 0043,amer,USD,Growth,25,2250,2025-06
2025-09,C0044,Customer 0044,amer,CAD,Starter,41,1230,2023-08
2025-09,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-09,C0048,Customer 0048,emea,EUR,Scale,4,960,2024-05
2025-09,C0050,Customer 0050,amer,USD,Starter,3,90,2024-10
2025-09,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-09,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-09,C0053,Customer 0053,emea,EUR,Enterprise,6,3600,2024-07
2025-09,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-09,C0056,Customer 0056,emea,EUR,Enterprise,25,15000,2024-09
2025-09,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-09,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-09,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-09,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-09,C0066,Customer 0066,amer,USD,Enterprise,68,40800,2024-09
2025-09,C0067,Customer 0067,emea,EUR,Scale,10,2400,2024-11
2025-09,C0068,Customer 0068,amer,USD,Scale,7,1680,2024-01
2025-09,C0069,Customer 0069,emea,EUR,Enterprise,11,6600,2024-09
2025-09,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-09,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-09,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-09,C0076,Customer 0076,amer,CAD,Starter,60,1800,2025-06
2025-09,C0077,Customer 0077,emea,EUR,Scale,67,16080,2024-09
2025-09,C0080,Customer 0080,emea,EUR,Growth,9,810,2024-10
2025-09,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-09,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-09,C0086,Customer 0086,emea,EUR,Starter,4,120,2024-12
2025-09,C0089,Customer 0089,emea,GBP,Growth,19,1710,2024-05
2025-09,C0090,Customer 0090,amer,USD,Growth,20,1800,2025-09
2025-09,C0092,Customer 0092,amer,USD,Starter,23,690,2024-03
2025-09,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-09,C0096,Customer 0096,amer,USD,Growth,5,450,2025-08
2025-09,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-09,C0098,Customer 0098,emea,EUR,Starter,103,3090,2024-08
2025-09,C0099,Customer 0099,amer,USD,Starter,8,240,2023-10
2025-09,C0100,Customer 0100,emea,GBP,Starter,10,300,2025-06
2025-09,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-09,C0104,Customer 0104,amer,CAD,Starter,3,90,2025-01
2025-09,C0105,Customer 0105,amer,USD,Enterprise,12,7200,2024-06
2025-09,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-09,C0107,Customer 0107,emea,EUR,Scale,99,23760,2024-10
2025-09,C0109,Customer 0109,amer,USD,Starter,6,180,2024-06
2025-09,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-09,C0111,Customer 0111,amer,USD,Starter,23,690,2024-04
2025-09,C0112,Customer 0112,amer,USD,Starter,25,750,2025-08
2025-09,C0113,Customer 0113,emea,EUR,Growth,43,3870,2024-06
2025-09,C0115,Customer 0115,amer,USD,Growth,4,360,2024-11
2025-09,C0116,Customer 0116,emea,EUR,Enterprise,11,6600,2025-03
2025-09,C0118,Customer 0118,emea,EUR,Growth,7,630,2025-03
2025-09,C0121,Customer 0121,amer,USD,Growth,20,1800,2025-09
2025-09,C0122,Customer 0122,amer,CAD,Scale,42,10080,2025-07
2025-09,C0123,Customer 0123,amer,USD,Starter,12,360,2025-02
2025-09,C0127,Customer 0127,amer,USD,Growth,13,1170,2025-03
2025-09,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-09,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-09,C0134,Customer 0134,emea,GBP,Starter,8,240,2025-03
2025-09,C0136,Customer 0136,emea,EUR,Starter,3,90,2025-07
2025-09,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-09,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-09,C0141,Customer 0141,amer,USD,Starter,24,720,2025-02
2025-09,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-09,C0147,Customer 0147,emea,EUR,Starter,10,300,2025-05
2025-09,C0150,Customer 0150,amer,USD,Growth,27,2430,2025-03
2025-10,C0003,Customer 0003,emea,EUR,Scale,19,4560,2025-02
2025-10,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-10,C0006,Customer 0006,amer,USD,Scale,10,2400,2025-08
2025-10,C0008,Customer 0008,amer,USD,Growth,108,9720,2023-10
2025-10,C0009,Customer 0009,amer,USD,Starter,62,1860,2024-07
2025-10,C0010,Customer 0010,amer,USD,Starter,4,120,2024-10
2025-10,C0012,Customer 0012,amer,CAD,Starter,100,3000,2025-08
2025-10,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-10,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-10,C0015,Customer 0015,emea,GBP,Growth,17,1530,2024-12
2025-10,C0016,Customer 0016,emea,EUR,Growth,7,630,2025-02
2025-10,C0019,Customer 0019,amer,USD,Enterprise,5,3000,2025-07
2025-10,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-10,C0021,Customer 0021,amer,USD,Starter,100,3000,2025-10
2025-10,C0023,Customer 0023,amer,USD,Enterprise,15,9000,2023-07
2025-10,C0027,Customer 0027,emea,EUR,Starter,40,1200,2025-07
2025-10,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
2025-10,C0029,Customer 0029,emea,GBP,Starter,60,1800,2025-10
2025-10,C0030,Customer 0030,emea,GBP,Growth,6,540,2023-11
2025-10,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-10,C0034,Customer 0034,amer,USD,Enterprise,15,9000,2024-09
2025-10,C0035,Customer 0035,amer,USD,Enterprise,42,25200,2024-05
2025-10,C0036,Customer 0036,emea,EUR,Scale,40,9600,2025-07
2025-10,C0037,Customer 0037,amer,CAD,Scale,23,5520,2023-12
2025-10,C0038,Customer 0038,emea,GBP,Growth,23,2070,2024-05
2025-10,C0039,Customer 0039,emea,EUR,Starter,41,1230,2025-01
2025-10,C0040,Customer 0040,emea,EUR,Growth,3,270,2024-12
2025-10,C0042,Customer 0042,amer,USD,Starter,5,150,2025-08
2025-10,C0043,Customer 0043,amer,USD,Growth,25,2250,2025-06
2025-10,C0044,Customer 0044,amer,CAD,Starter,42,1260,2023-08
2025-10,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-10,C0048,Customer 0048,emea,EUR,Scale,4,960,2024-05
2025-10,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-10,C0050,Customer 0050,amer,USD,Starter,3,90,2024-10
2025-10,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-10,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-10,C0053,Customer 0053,emea,EUR,Enterprise,6,3600,2024-07
2025-10,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-10,C0055,Customer 0055,emea,EUR,Starter,20,600,2025-10
2025-10,C0056,Customer 0056,emea,EUR,Enterprise,25,15000,2024-09
2025-10,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-10,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-10,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-10,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-10,C0066,Customer 0066,amer,USD,Enterprise,68,40800,2024-09
2025-10,C0067,Customer 0067,emea,EUR,Scale,10,2400,2024-11
2025-10,C0068,Customer 0068,amer,USD,Scale,7,1680,2024-01
2025-10,C0069,Customer 0069,emea,EUR,Enterprise,11,6600,2024-09
2025-10,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-10,C0072,Customer 0072,amer,CAD,Starter,39,1170,2025-02
2025-10,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-10,C0076,Customer 0076,amer,CAD,Starter,60,1800,2025-06
2025-10,C0077,Customer 0077,emea,EUR,Scale,67,16080,2024-09
2025-10,C0080,Customer 0080,emea,EUR,Growth,9,810,2024-10
2025-10,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-10,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-10,C0086,Customer 0086,emea,EUR,Starter,4,120,2024-12
2025-10,C0090,Customer 0090,amer,USD,Growth,20,1800,2025-09
2025-10,C0092,Customer 0092,amer,USD,Starter,23,690,2024-03
2025-10,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-10,C0096,Customer 0096,amer,USD,Growth,5,450,2025-08
2025-10,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-10,C0098,Customer 0098,emea,EUR,Starter,103,3090,2024-08
2025-10,C0099,Customer 0099,amer,USD,Starter,8,240,2023-10
2025-10,C0100,Customer 0100,emea,GBP,Starter,10,300,2025-06
2025-10,C0102,Customer 0102,amer,USD,Growth,20,1800,2025-10
2025-10,C0104,Customer 0104,amer,CAD,Starter,3,90,2025-01
2025-10,C0105,Customer 0105,amer,USD,Enterprise,12,7200,2024-06
2025-10,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-10,C0107,Customer 0107,emea,EUR,Scale,99,23760,2024-10
2025-10,C0108,Customer 0108,amer,USD,Starter,60,1800,2025-10
2025-10,C0109,Customer 0109,amer,USD,Starter,6,180,2024-06
2025-10,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-10,C0111,Customer 0111,amer,USD,Starter,23,690,2024-04
2025-10,C0112,Customer 0112,amer,USD,Starter,25,750,2025-08
2025-10,C0115,Customer 0115,amer,USD,Growth,5,450,2024-11
2025-10,C0116,Customer 0116,emea,EUR,Enterprise,11,6600,2025-03
2025-10,C0118,Customer 0118,emea,EUR,Growth,7,630,2025-03
2025-10,C0121,Customer 0121,amer,USD,Growth,20,1800,2025-09
2025-10,C0122,Customer 0122,amer,CAD,Scale,39,9360,2025-07
2025-10,C0123,Customer 0123,amer,USD,Starter,14,420,2025-02
2025-10,C0127,Customer 0127,amer,USD,Growth,13,1170,2025-03
2025-10,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-10,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-10,C0134,Customer 0134,emea,GBP,Starter,8,240,2025-03
2025-10,C0136,Customer 0136,emea,EUR,Starter,3,90,2025-07
2025-10,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-10,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-10,C0141,Customer 0141,amer,USD,Starter,22,660,2025-02
2025-10,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-10,C0147,Customer 0147,emea,EUR,Starter,10,300,2025-05
2025-10,C0150,Customer 0150,amer,USD,Growth,24,2160,2025-03
2025-11,C0003,Customer 0003,emea,EUR,Scale,19,4560,2025-02
2025-11,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-11,C0006,Customer 0006,amer,USD,Scale,10,2400,2025-08
2025-11,C0008,Customer 0008,amer,USD,Growth,109,9810,2023-10
2025-11,C0009,Customer 0009,amer,USD,Starter,62,1860,2024-07
2025-11,C0010,Customer 0010,amer,USD,Starter,4,120,2024-10
2025-11,C0012,Customer 0012,amer,CAD,Starter,100,3000,2025-08
2025-11,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-11,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-11,C0015,Customer 0015,emea,GBP,Growth,17,1530,2024-12
2025-11,C0016,Customer 0016,emea,EUR,Growth,7,630,2025-02
2025-11,C0019,Customer 0019,amer,USD,Enterprise,5,3000,2025-07
2025-11,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-11,C0021,Customer 0021,amer,USD,Starter,100,3000,2025-10
2025-11,C0023,Customer 0023,amer,USD,Enterprise,15,9000,2023-07
2025-11,C0027,Customer 0027,emea,EUR,Starter,40,1200,2025-07
2025-11,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
2025-11,C0029,Customer 0029,emea,GBP,Starter,60,1800,2025-10
2025-11,C0030,Customer 0030,emea,GBP,Growth,6,540,2023-11
2025-11,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-11,C0034,Customer 0034,amer,USD,Enterprise,15,9000,2024-09
2025-11,C0035,Customer 0035,amer,USD,Enterprise,42,25200,2024-05
2025-11,C0036,Customer 0036,emea,EUR,Scale,40,9600,2025-07
2025-11,C0037,Customer 0037,amer,CAD,Scale,23,5520,2023-12
2025-11,C0038,Customer 0038,emea,GBP,Growth,22,1980,2024-05
2025-11,C0039,Customer 0039,emea,EUR,Starter,43,1290,2025-01
2025-11,C0040,Customer 0040,emea,EUR,Growth,3,270,2024-12
2025-11,C0042,Customer 0042,amer,USD,Starter,5,150,2025-08
2025-11,C0043,Customer 0043,amer,USD,Growth,22,1980,2025-06
2025-11,C0044,Customer 0044,amer,CAD,Starter,43,1290,2023-08
2025-11,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-11,C0048,Customer 0048,emea,EUR,Scale,4,960,2024-05
2025-11,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-11,C0050,Customer 0050,amer,USD,Starter,3,90,2024-10
2025-11,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-11,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-11,C0053,Customer 0053,emea,EUR,Enterprise,6,3600,2024-07
2025-11,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-11,C0055,Customer 0055,emea,EUR,Starter,25,750,2025-10
2025-11,C0056,Customer 0056,emea,EUR,Enterprise,25,15000,2024-09
2025-11,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-11,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-11,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-11,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-11,C0066,Customer 0066,amer,USD,Enterprise,68,40800,2024-09
2025-11,C0067,Customer 0067,emea,EUR,Scale,10,2400,2024-11
2025-11,C0068,Customer 0068,amer,USD,Scale,7,1680,2024-01
2025-11,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-11,C0072,Customer 0072,amer,CAD,Starter,39,1170,2025-02
2025-11,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-11,C0074,Customer 0074,emea,EUR,Growth,5,450,2025-11
2025-11,C0076,Customer 0076,amer,CAD,Starter,60,1800,2025-06
2025-11,C0082,Customer 0082,emea,GBP,Scale,22,5280,2024-08
2025-11,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-11,C0085,Customer 0085,amer,CAD,Growth,5,450,2025-11
2025-11,C0086,Customer 0086,emea,EUR,Starter,4,120,2024-12
2025-11,C0090,Customer 0090,amer,USD,Growth,20,1800,2025-09
2025-11,C0092,Customer 0092,amer,USD,Starter,23,690,2024-03
2025-11,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-11,C0095,Customer 0095,emea,EUR,Starter,60,1800,2025-11
2025-11,C0096,Customer 0096,amer,USD,Growth,5,450,2025-08
2025-11,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-11,C0098,Customer 0098,emea,EUR,Starter,103,3090,2024-08
2025-11,C0099,Customer 0099,amer,USD,Starter,8,240,2023-10
2025-11,C0100,Customer 0100,emea,GBP,Starter,10,300,2025-06
2025-11,C0102,Customer 0102,amer,USD,Growth,20,1800,2025-10
2025-11,C0104,Customer 0104,amer,CAD,Starter,3,90,2025-01
2025-11,C0105,Customer 0105,amer,USD,Enterprise,15,9000,2024-06
2025-11,C0107,Customer 0107,emea,EUR,Scale,99,23760,2024-10
2025-11,C0108,Customer 0108,amer,USD,Starter,60,1800,2025-10
2025-11,C0109,Customer 0109,amer,USD,Starter,6,180,2024-06
2025-11,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-11,C0111,Customer 0111,amer,USD,Starter,23,690,2024-04
2025-11,C0112,Customer 0112,amer,USD,Starter,25,750,2025-08
2025-11,C0115,Customer 0115,amer,USD,Growth,5,450,2024-11
2025-11,C0116,Customer 0116,emea,EUR,Enterprise,11,6600,2025-03
2025-11,C0117,Customer 0117,emea,EUR,Growth,3,270,2025-11
2025-11,C0118,Customer 0118,emea,EUR,Growth,7,630,2025-03
2025-11,C0119,Customer 0119,amer,USD,Growth,40,3600,2025-11
2025-11,C0121,Customer 0121,amer,USD,Growth,20,1800,2025-09
2025-11,C0122,Customer 0122,amer,CAD,Scale,39,9360,2025-07
2025-11,C0123,Customer 0123,amer,USD,Starter,14,420,2025-02
2025-11,C0127,Customer 0127,amer,USD,Growth,13,1170,2025-03
2025-11,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-11,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-11,C0134,Customer 0134,emea,GBP,Growth,9,810,2025-03
2025-11,C0136,Customer 0136,emea,EUR,Starter,3,90,2025-07
2025-11,C0137,Customer 0137,emea,GBP,Growth,24,2160,2025-03
2025-11,C0138,Customer 0138,amer,USD,Growth,8,720,2025-11
2025-11,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-11,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-11,C0141,Customer 0141,amer,USD,Starter,22,660,2025-02
2025-11,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-11,C0147,Customer 0147,emea,EUR,Starter,10,300,2025-05
2025-11,C0150,Customer 0150,amer,USD,Growth,27,2430,2025-03
2025-12,C0003,Customer 0003,emea,EUR,Scale,19,4560,2025-02
2025-12,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-12,C0006,Customer 0006,amer,USD,Scale,10,2400,2025-08
2025-12,C0008,Customer 0008,amer,USD,Growth,109,9810,2023-10
2025-12,C0010,Customer 0010,amer,USD,Starter,4,120,2024-10
2025-12,C0012,Customer 0012,amer,CAD,Starter,100,3000,2025-08
2025-12,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-12,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-12,C0015,Customer 0015,emea,GBP,Growth,17,1530,2024-12
2025-12,C0016,Customer 0016,emea,EUR,Growth,7,630,2025-02
2025-12,C0019,Customer 0019,amer,USD,Enterprise,5,3000,2025-07
2025-12,C0020,Customer 0020,amer,USD,Scale,4,960,2025-04
2025-12,C0021,Customer 0021,amer,USD,Starter,100,3000,2025-10
2025-12,C0023,Customer 0023,amer,USD,Enterprise,15,9000,2023-07
2025-12,C0027,Customer 0027,emea,EUR,Starter,42,1260,2025-07
2025-12,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
2025-12,C0029,Customer 0029,emea,GBP,Starter,60,1800,2025-10
2025-12,C0030,Customer 0030,emea,GBP,Growth,6,540,2023-11
2025-12,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-12,C0034,Customer 0034,amer,USD,Enterprise,17,10200,2024-09
2025-12,C0035,Customer 0035,amer,USD,Enterprise,42,25200,2024-05
2025-12,C0036,Customer 0036,emea,EUR,Scale,40,9600,2025-07
2025-12,C0037,Customer 0037,amer,CAD,Scale,23,5520,2023-12
2025-12,C0038,Customer 0038,emea,GBP,Growth,22,1980,2024-05
2025-12,C0039,Customer 0039,emea,EUR,Starter,43,1290,2025-01
2025-12,C0042,Customer 0042,amer,USD,Starter,5,150,2025-08
2025-12,C0043,Customer 0043,amer,USD,Growth,22,1980,2025-06
2025-12,C0044,Customer 0044,amer,CAD,Starter,43,1290,2023-08
2025-12,C0046,Customer 0046,emea,EUR,Growth,60,5400,2025-12
2025-12,C0048,Customer 0048,emea,EUR,Scale,3,720,2024-05
2025-12,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-12,C0050,Customer 0050,amer,USD,Starter,3,90,2024-10
2025-12,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-12,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-12,C0053,Customer 0053,emea,EUR,Enterprise,6,3600,2024-07
